;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
prob5_030_020000_02;397982;2.17;35189;0;0.95;36215;303;0;16.53;0;9.32;0;;0.99;1;0;2.09;0;19.82;0
prob5_030_020000_03;460347;1.95;30469;0;0.96;32583;267;0;16.51;0;8.66;0;;1.00;1;0;2.35;0;18.34;0
prob5_030_020000_04;431900;0.03;467;0;0.02;521;190;0;16.56;0;8.69;0;;0.02;1;0;1.74;0;18.61;0
prob5_030_020000_05;446907;0.11;1609;0;0.06;1727;215;0;16.46;0;9.05;0;;0.07;1;0;2.33;0;19.32;0
prob5_030_020000_06;454698;0.42;6195;0;0.21;6539;256;0;16.57;0;9.32;0;;0.21;1;0;2.18;0;19.77;0
prob5_030_020000_07;438897;0.05;777;0;0.04;851;197;0;16.52;0;9.65;0;;0.04;1;0;1.71;0;20.67;0
prob5_030_020000_08;481787;0.28;4609;0;0.15;4861;210;0;16.56;0;9.00;0;;0.16;1;0;1.62;0;19.01;0
prob5_030_020000_09;395340;20.43;332353;0;8.36;347103;302;0;16.42;0;9.11;0;;8.70;1;0;2.70;0;19.34;0
prob5_030_020000_10;399316;29.32;478323;0;12.34;499797;294;0;16.43;0;9.07;0;;12.88;1;0;2.30;0;19.23;0
prob5_030_050000_01;993944;1.73;13441;0;0.77;13875;278;0;103.86;0;44.00;0;;0.81;1;0;4.97;0;99.21;0
prob5_030_050000_02;998765;66.93;544079;0;28.77;557977;337;0;103.68;0;48.24;0;;30.15;1;0;5.92;0;109.81;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob5_030_050000_03;1199349;1.18;8677;0;0.55;8929;266;0;104.45;0;54.32;0;;0.58;1;0;4.28;0;124.34;0
prob5_030_050000_04;1009213;24.51;181977;0;11.56;195467;297;0;103.41;0;52.51;0;;12.08;1;0;5.40;0;117.64;0
prob5_030_050000_05;1118597;0.23;1389;0;0.21;1429;232;0;104.28;0;50.93;0;;0.23;1;0;3.86;0;115.65;0
prob5_030_050000_06;1130076;0.11;841;0;0.06;879;190;0;103.99;0;52.10;0;;0.07;1;0;3.43;0;118.76;0
prob5_030_050000_07;991129;50.53;397177;0;21.52;413621;272;0;104.15;0;47.07;0;;22.56;1;0;5.54;0;106.23;0
prob5_030_050000_08;1059798;654.76;5557469;0;259.04;5751645;323;0;103.67;0;51.08;0;;106.62;2;0;6.15;0;116.61;0
prob5_030_050000_09;1053940;120.77;956423;0;55.23;1038003;301;0;103.94;0;55.75;0;;57.54;1;0;5.69;0;126.87;0
prob5_030_050000_10;1115636;0.53;3947;0;0.38;4523;243;0;104.04;0;57.79;0;;0.40;1;0;4.43;0;130.04;0
prob5_030_100000_01;2307625;0.83;3317;0;0.54;3595;237;0;417.09;0;182.69;0;;0.57;1;0;12.98;0;426.36;0
prob5_030_100000_02;2285364;6.87;27973;0;4.07;31839;248;0;416.94;0;186.27;0;;4.28;1;0;17.84;0;427.60;0
prob5_030_100000_03;2186271;1200.00;5668511;1;718.09;8442853;295;0;416.49;0;217.47;0;;429.79;2;0;15.83;0;499.88;0
prob5_030_100000_04;2362815;2.21;8523;0;1.11;8793;245;0;417.61;0;196.44;0;;1.18;1;0;13.27;0;451.30;0
prob5_030_100000_05;2382536;2.58;9857;0;1.36;9989;256;0;416.61;0;160.30;0;;1.44;1;0;11.20;0;376.42;0
prob5_030_100000_06;2281791;7.59;31125;0;4.00;33979;250;0;417.17;0;206.52;0;;4.20;1;0;23.38;0;482.14;0
prob5_030_100000_07;2020308;1.23;4705;0;0.74;4889;279;0;417.09;0;220.66;0;;0.79;1;0;10.27;0;515.32;0
prob5_030_100000_08;2018858;75.97;316091;0;34.28;329449;301;0;416.01;0;159.91;0;;36.00;1;0;16.16;0;367.16;0
prob5_030_100000_09;2122188;1200.00;5705887;1;1200.27;15784947;317;1;416.10;0;200.62;0;;428.78;2;0;17.89;0;459.10;0
prob5_030_100000_10;2119588;615.05;2618855;0;280.90;2833677;322;0;416.79;0;185.83;0;;295.49;1;0;14.76;0;428.70;0
prob5_050_020000_01;417544;0.15;2027;0;0.09;2093;339;0;16.46;0;2.93;0;;0.09;1;0;1.27;0;6.06;0
prob5_050_020000_02;408220;41.08;563743;0;17.35;593171;361;0;16.66;0;7.89;0;;17.16;2;0;2.37;0;17.01;0
prob5_050_020000_03;460819;0.65;8701;0;0.34;9323;282;0;16.53;0;4.61;0;;0.35;1;0;1.82;0;9.60;0
prob5_050_020000_04;452173;1200.00;16590423;1;1200.27;43076571;365;1;16.59;0;6.72;0;;17.10;2;0;2.40;0;14.51;0
prob5_050_020000_05;448914;1200.00;15953971;1;945.89;31665909;357;0;16.56;0;9.27;0;;17.05;2;0;3.09;0;19.93;0
prob5_050_020000_06;431259;0.36;4815;0;0.20;4951;346;0;16.57;0;4.63;0;;0.20;1;0;1.49;0;9.68;0
prob5_050_020000_07;399643;0.09;1225;0;0.06;1283;291;0;16.53;0;2.66;0;;0.06;1;0;1.51;0;5.57;0
prob5_050_020000_08;445098;288.80;3835031;0;116.15;4053129;361;0;16.42;0;7.10;0;;16.91;2;0;2.30;0;15.27;0
prob5_050_020000_09;482365;0.56;6963;0;0.26;7183;360;0;16.67;0;6.54;0;;0.28;1;0;1.97;0;13.85;0
prob5_050_020000_10;405236;10.02;132911;0;5.16;147415;386;0;16.62;0;7.42;0;;5.40;1;0;2.24;0;15.83;0
prob5_050_050000_01;1064788;135.98;912475;0;67.90;996969;328;0;104.52;0;44.35;0;;70.87;1;0;7.53;0;100.50;0
prob5_050_050000_02;997119;688.68;4468119;0;328.67;4868405;362;0;104.22;0;40.58;0;;107.31;2;0;6.42;0;92.30;0
prob5_050_050000_03;1127941;1200.00;8330931;1;1150.68;18329039;353;0;104.53;0;42.69;0;;107.70;2;0;5.80;0;97.35;0
prob5_050_050000_04;995415;1200.00;8816619;1;1200.28;25402416;325;1;103.93;0;37.61;0;;107.03;2;0;5.19;0;85.76;0
prob5_050_050000_05;1051531;1.17;7755;0;0.62;8167;275;0;104.42;0;39.30;0;;0.66;1;0;4.84;0;89.27;0
prob5_050_050000_06;1132833;1200.00;7907929;1;1200.28;18658518;347;1;104.39;0;40.61;0;;107.58;2;0;7.00;0;92.83;0
prob5_050_050000_07;1013441;30.62;209665;0;13.70;222843;343;0;104.65;0;37.94;0;;14.27;1;0;6.70;0;86.59;0
prob5_050_050000_08;1017578;17.77;124499;0;7.86;128351;327;0;104.39;0;40.55;0;;8.22;1;0;6.72;0;92.35;0
prob5_050_050000_09;991878;12.76;81429;0;5.99;85137;347;0;104.14;0;39.04;0;;6.24;1;0;5.85;0;88.39;0
prob5_050_050000_10;1046749;4.61;29217;0;2.22;30371;374;0;104.62;0;49.07;0;;2.32;1;0;7.91;0;111.33;0
prob5_050_100000_01;2051814;62.94;238007;0;27.37;244347;352;0;417.15;0;156.55;0;;28.72;1;0;16.26;0;359.82;0
prob5_050_100000_02;2172414;183.71;677619;0;80.80;696745;373;0;418.17;0;169.86;0;;85.09;1;0;19.02;0;387.12;0
prob5_050_100000_03;2283609;1200.00;4700525;1;1200.29;12907836;343;1;418.71;0;169.44;0;;432.17;2;0;16.53;0;381.99;0
prob5_050_100000_04;2408412;435.38;1649947;0;187.80;1720959;338;0;419.11;0;160.62;0;;197.91;1;0;19.65;0;367.71;0
prob5_050_100000_05;2170260;3.73;13109;0;1.94;12738;343;0;419.01;0;162.51;0;;2.06;1;0;13.90;0;376.44;0
prob5_050_100000_06;2309974;3.23;12091;0;1.48;12305;316;0;419.43;0;151.69;0;;1.57;1;0;9.88;0;358.11;0
prob5_050_100000_07;2396726;3.35;12009;0;1.77;12311;324;0;418.80;0;161.82;0;;1.88;1;0;15.27;0;368.40;0
prob5_050_100000_08;1972232;152.26;558219;0;71.79;583559;379;0;416.38;0;141.91;0;;75.59;1;0;17.46;0;325.83;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob5_050_100000_09;2083227;9.26;33845;0;4.68;35173;364;0;418.01;0;175.79;0;;4.95;1;0;13.44;0;404.30;0
prob5_050_100000_10;2252938;39.17;137887;0;19.13;146145;374;0;418.35;0;137.70;0;;20.23;1;0;17.67;0;312.70;0
prob5_100_020000_01;428945;0.93;9589;0;0.47;9781;510;0;16.56;0;4.19;0;;0.49;1;0;3.47;0;8.83;0
prob5_100_020000_02;418489;5.98;61198;0;2.82;62700;526;0;16.58;0;4.15;0;;2.93;1;0;2.85;0;8.84;0
prob5_100_020000_03;395910;1200.00;12483023;1;621.54;16255891;502;0;16.62;0;6.22;0;;17.13;2;0;3.33;0;13.20;0
prob5_100_020000_04;426035;1200.00;13192991;1;1200.29;33147365;518;1;16.64;0;11.72;0;;17.14;2;0;7.51;0;25.16;0
prob5_100_020000_05;396612;5.43;56441;0;2.68;59815;502;0;16.59;0;4.68;0;;2.76;1;0;2.44;0;9.86;0
prob5_100_020000_06;420174;134.86;1373823;0;61.19;1406417;540;0;16.64;0;8.01;0;;17.14;2;0;4.22;0;17.15;0
prob5_100_020000_07;401159;1.66;18226;0;0.87;19140;415;0;16.60;0;5.93;0;;0.91;1;0;3.64;0;12.49;0
prob5_100_020000_08;481558;1200.00;12516704;1;1200.28;31602106;563;1;16.64;0;16.51;0;;17.16;2;0;10.30;0;33.70;0
prob5_100_020000_09;442708;499.95;5191665;0;247.28;5417325;522;0;16.55;0;9.37;0;;17.05;2;0;5.17;0;20.06;0
prob5_100_020000_10;394575;0.81;9027;0;0.42;9223;383;0;16.59;0;2.81;0;;0.44;1;0;1.69;0;5.89;0
prob5_100_050000_01;1084506;80.65;430263;0;37.54;450781;492;0;104.04;0;26.49;0;;39.38;1;0;5.90;0;60.54;0
prob5_100_050000_02;996581;1200.00;6756363;1;1200.28;19070083;560;1;104.73;0;25.99;0;;107.71;2;0;6.92;0;59.07;0
prob5_100_050000_03;1182257;52.73;275051;0;22.93;280621;569;0;104.87;0;28.42;0;;23.91;1;0;6.49;0;63.75;0
prob5_100_050000_04;988464;9.00;49261;0;4.60;51609;482;0;104.50;0;20.40;0;;4.82;1;0;7.11;0;44.75;0
prob5_100_050000_05;1185978;76.10;410149;0;38.07;426855;566;0;104.90;0;22.64;0;;39.94;1;0;6.38;0;51.55;0
prob5_100_050000_06;1195937;1200.00;6529735;1;1200.28;16661558;578;1;104.83;0;75.74;0;;108.02;2;0;26.89;0;169.42;0
prob5_100_050000_07;1051719;16.94;87931;0;8.92;94273;478;0;104.51;0;25.52;0;;9.29;1;0;5.06;0;58.64;0
prob5_100_050000_08;1032213;4.18;21990;0;2.01;22476;612;0;104.86;0;19.35;0;;2.12;1;0;8.83;0;42.54;0
prob5_100_050000_09;1060660;67.22;363763;0;33.42;388317;536;0;104.72;0;27.22;0;;35.06;1;0;5.81;0;61.79;0
prob5_100_050000_10;1094646;1200.00;6555083;1;1200.29;17539934;564;1;104.88;0;15.84;0;;107.95;2;0;4.70;0;34.77;0
prob5_100_100000_01;2030175;5.49;16529;0;2.68;16979;405;0;417.74;0;95.99;0;;2.86;1;0;13.79;0;219.11;0
prob5_100_100000_02;2295478;7.05;20527;0;3.32;20987;429;0;419.37;0;48.09;0;;3.52;1;0;11.74;0;110.17;0
prob5_100_100000_03;2000431;6.03;17321;0;2.62;17639;416;0;418.51;0;94.26;0;;2.76;1;0;9.48;0;222.66;0
prob5_100_100000_04;2293465;1200.00;3645877;1;1200.29;10104377;573;1;419.52;0;83.77;0;;432.80;2;0;13.27;0;193.31;0
prob5_100_100000_05;2195801;1200.00;3704003;1;1200.28;10559151;534;1;419.32;0;104.20;0;;432.76;2;0;9.67;0;239.12;0
prob5_100_100000_06;2303104;211.59;624645;0;105.95;656367;569;0;419.57;0;81.25;0;;111.26;1;0;10.08;0;187.27;0
prob5_100_100000_07;2118517;458.48;1471053;0;185.98;1501311;562;0;418.31;0;103.51;0;;195.06;1;0;12.91;0;237.59;0
prob5_100_100000_08;2249881;0.49;1621;0;0.29;1703;415;0;418.69;0;96.87;0;;0.32;1;0;6.52;0;225.73;0
prob5_100_100000_09;2157177;1200.00;3813543;1;1200.28;10591725;569;1;418.49;0;114.84;0;;432.11;2;0;15.88;0;275.19;0
prob5_100_100000_10;2315957;3.11;9485;0;1.73;10081;420;0;419.11;0;38.24;0;;1.84;1;0;7.42;0;84.33;0
prob5_200_020000_01;421353;1200.00;10466019;1;1200.28;22328067;693;1;16.82;0;8.83;0;;17.33;2;0;4.28;0;18.91;0
prob5_200_020000_02;429341;115.55;975543;0;63.87;988471;721;0;16.62;0;6.79;0;;17.16;2;0;4.74;0;14.53;0
prob5_200_020000_03;452035;21.03;176389;0;13.56;181331;726;0;16.81;0;11.52;0;;14.18;1;0;7.02;0;24.43;0
prob5_200_020000_04;455774;1200.00;10255021;1;1200.28;21360986;679;1;16.76;0;18.03;0;;17.28;2;0;16.42;0;33.76;0
prob5_200_020000_05;413443;1.01;9157;0;0.62;9497;510;0;16.64;0;3.83;0;;0.65;1;0;3.08;0;8.21;0
prob5_200_020000_06;453689;7.12;60079;0;3.93;61045;515;0;16.78;0;4.72;0;;4.12;1;0;3.72;0;10.25;0
prob5_200_020000_07;445700;19.11;158894;0;11.08;162400;629;0;16.75;0;10.81;0;;11.64;1;0;7.86;0;23.15;0
prob5_200_020000_08;416889;1200.00;10185445;1;1200.27;20605316;693;1;16.60;0;5.03;0;;17.11;2;0;3.06;0;10.73;0
prob5_200_020000_09;402623;13.25;115301;0;8.06;119889;683;0;16.67;0;11.65;0;;8.40;1;0;8.30;0;24.79;0
prob5_200_020000_10;403516;46.97;388908;0;26.65;394146;754;0;16.64;0;6.44;0;;17.13;2;0;4.72;0;13.87;0
prob5_200_050000_01;1043434;20.21;86789;0;9.91;89185;618;0;105.12;0;42.76;0;;10.57;1;0;33.58;0;95.55;0
prob5_200_050000_02;1173582;1200.00;5008329;1;1200.28;12727540;906;1;105.32;0;23.14;0;;108.36;2;0;17.08;0;51.58;0
prob5_200_050000_03;1011027;1200.00;4756997;1;1200.29;11540459;796;1;104.95;0;11.84;0;;108.12;2;0;4.95;0;26.26;0
prob5_200_050000_04;1074850;20.40;84919;0;9.69;87617;823;0;104.79;0;19.73;0;;10.15;1;0;8.21;0;44.07;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob5_200_050000_05;1044234;22.02;89973;0;10.57;91763;810;0;104.44;0;27.93;0;;11.12;1;0;8.46;0;61.61;0
prob5_200_050000_06;1048194;52.00;212621;0;24.03;215219;809;0;105.34;0;13.72;0;;25.32;1;0;7.62;0;30.57;0
prob5_200_050000_07;1024966;2.96;13251;0;1.55;13729;665;0;104.85;0;13.04;0;;1.62;1;0;9.14;0;29.31;0
prob5_200_050000_08;1072564;1200.00;5142713;1;1200.36;12148615;810;1;105.58;0;11.15;0;;108.75;2;0;4.81;0;24.71;0
prob5_200_050000_09;1156161;192.65;811017;0;87.82;834243;839;0;104.91;0;26.35;0;;92.11;1;0;19.20;0;58.18;0
prob5_200_050000_10;1132731;1200.00;5034071;1;1200.35;12783949;816;1;105.17;0;41.94;0;;108.26;2;0;33.14;0;93.16;0
prob5_200_100000_01;1993435;41.99;106108;0;20.43;109912;813;0;418.82;0;70.10;0;;21.54;1;0;14.01;0;164.95;0
prob5_200_100000_02;2204128;1200.00;2991173;1;1200.28;8224138;876;1;419.09;0;46.40;0;;433.24;2;0;13.42;0;107.08;0
prob5_200_100000_03;2161366;1200.00;3043217;1;1200.29;8329564;915;1;420.41;0;76.21;0;;433.29;2;0;12.84;0;176.66;0
prob5_200_100000_04;2036629;1200.00;3061285;1;870.48;5326069;818;0;419.22;0;30.11;0;;433.86;2;0;15.10;0;66.06;0
prob5_200_100000_05;2178235;1200.00;3053291;1;1200.28;8271750;913;1;420.94;0;91.44;0;;435.15;2;0;17.92;0;214.92;0
prob5_200_100000_06;2245002;18.89;47535;0;8.76;48009;834;0;421.12;0;19.66;0;;9.36;1;0;9.10;0;43.39;0
prob5_200_100000_07;2095422;24.62;60509;0;10.93;61333;620;0;419.96;0;21.30;0;;11.64;1;0;6.50;0;46.72;0
prob5_200_100000_08;2064083;23.18;58379;0;11.44;59943;698;0;419.60;0;50.50;0;;12.11;1;0;13.17;0;114.26;0
prob5_200_100000_09;2275872;1200.00;2991575;1;1200.28;8191070;726;1;419.21;0;96.66;0;;433.00;2;0;27.29;0;223.20;0
prob5_200_100000_10;2396790;37.61;90355;0;17.62;92403;644;0;421.36;0;36.27;0;;18.51;1;0;26.03;0;81.14;0
prob6_05_005000_c45_T1;1698027;0.00;1;0;0.00;1;44;0;8.48;0;0.46;0;;0.00;0;0;0.49;0;0.80;0
prob6_05_005000_c45_T2;1039413;0.00;13;0;0.00;13;95;0;8.45;0;2.10;0;;0.00;0;0;0.99;0;4.31;0
prob6_05_005000_c45_T3;1204653;0.00;43;0;0.00;43;120;0;8.34;0;1.49;0;;0.00;0;0;0.77;0;2.99;0
prob6_05_005000_c45_T4;1027675;0.00;43;0;0.01;43;148;0;10.06;0;1.32;0;;0.00;0;0;0.94;0;2.75;0
prob6_05_005000_c45_T5;1210656;0.00;43;0;0.00;43;125;0;8.47;0;2.02;0;;0.00;0;0;0.90;0;4.11;0
prob6_05_005000_c45_T6;965553;0.00;39;0;0.00;39;5;0;8.35;0;0.68;0;;0.00;0;0;0.52;0;1.40;0
prob6_05_005000_c45_T7;966531;0.00;39;0;0.00;39;5;0;8.41;0;0.53;0;;0.00;0;0;0.44;0;1.09;0
prob6_05_005000_c45_T8;1205631;0.00;43;0;0.00;43;113;0;8.43;0;1.36;0;;0.00;0;0;0.66;0;2.74;0
prob6_05_005000_c50_T1;1805973;0.00;11;0;0.00;11;111;0;9.43;0;0.39;0;;0.00;0;0;0.42;0;0.85;0
prob6_05_005000_c50_T2;1154761;0.00;15;0;0.00;15;113;0;9.40;0;1.81;0;;0.00;0;0;0.91;0;3.73;0
prob6_05_005000_c50_T3;1342463;0.00;43;0;0.00;43;132;0;9.29;0;1.81;0;;0.00;0;0;0.80;0;3.51;0
prob6_05_005000_c50_T4;1149985;0.00;25;0;0.00;25;118;0;11.20;0;1.36;0;;0.00;0;0;0.83;0;2.81;0
prob6_05_005000_c50_T5;1349524;0.00;37;0;0.00;37;112;0;9.41;0;1200.00;1;;0.00;0;0;1200.00;1;18.76;0
prob6_05_005000_c50_T6;1089063;0.00;39;0;0.00;39;5;0;9.30;0;0.70;0;;0.00;0;0;0.55;0;1.26;0
prob6_05_005000_c50_T7;1090165;0.00;43;0;0.00;43;5;0;9.38;0;0.63;0;;0.00;0;0;0.52;0;1.32;0
prob6_05_005000_c50_T8;1343565;0.00;43;0;0.00;43;113;0;9.37;0;1.52;0;;0.00;0;0;0.70;0;3.12;0
prob6_05_005000_c55_T1;1904847;0.00;11;0;0.00;11;94;0;10.42;0;0.36;0;;0.00;0;0;0.41;0;0.75;0
prob6_05_005000_c55_T2;1266985;0.00;17;0;0.00;15;131;0;10.38;0;2.60;0;;0.00;0;0;1.07;0;5.25;0
prob6_05_005000_c55_T3;1479472;0.00;15;0;0.00;23;92;0;10.25;0;1.90;0;;0.00;0;0;0.78;0;3.83;0
prob6_05_005000_c55_T4;1266034;0.00;17;0;0.01;15;114;0;12.33;0;1.47;0;;0.00;0;0;0.86;0;2.95;0
prob6_05_005000_c55_T5;1487682;0.00;21;0;0.00;21;106;0;10.40;0;1200.00;1;;0.00;0;0;1200.00;1;20.67;0
prob6_05_005000_c55_T6;1212572;0.00;39;0;0.00;39;5;0;10.24;0;0.80;0;;0.00;0;0;0.69;0;1.51;0
prob6_05_005000_c55_T7;1213799;0.00;43;0;0.00;43;5;0;10.34;0;0.65;0;;0.00;0;0;0.47;0;1.30;0
prob6_05_005000_c55_T8;1480699;0.00;15;0;0.00;23;87;0;10.33;0;1.61;0;;0.00;0;0;0.68;0;3.25;0
prob6_05_010000_c45_T1;3399221;0.00;1;0;0.00;1;53;0;34.10;0;1.04;0;;0.00;0;0;0.66;0;2.14;0
prob6_05_010000_c45_T2;2096915;0.00;7;0;0.00;7;50;0;34.11;0;5.22;0;;0.00;0;0;1.86;0;10.69;0
prob6_05_010000_c45_T3;2425380;0.00;43;0;0.00;43;149;0;33.81;0;3.67;0;;0.00;0;0;1.08;0;7.53;0
prob6_05_010000_c45_T4;2072180;0.01;47;0;0.01;47;206;0;40.69;0;3.53;0;;0.01;0;0;1.64;0;7.20;0
prob6_05_010000_c45_T5;2437752;0.00;43;0;0.00;43;134;0;34.12;0;6.26;0;;0.00;0;0;1.60;0;12.84;0
prob6_05_010000_c45_T6;1949280;0.00;39;0;0.00;39;5;0;33.81;0;1.64;0;;0.00;0;0;0.93;0;3.38;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob6_05_010000_c45_T7;1951211;0.00;43;0;0.00;43;5;0;34.19;0;1.57;0;;0.00;0;0;0.78;0;3.28;0
prob6_05_010000_c45_T8;2427311;0.00;43;0;0.00;43;125;0;34.17;0;3.25;0;;0.00;0;0;0.89;0;6.59;0
prob6_05_010000_c50_T1;3615433;0.00;1;0;0.00;1;55;0;38.05;0;1.09;0;;0.00;0;0;0.75;0;2.25;0
prob6_05_010000_c50_T2;2329193;0.00;11;0;0.00;11;103;0;37.95;0;6.25;0;;0.00;0;0;2.10;0;12.77;0
prob6_05_010000_c50_T3;2703660;0.00;43;0;0.00;43;131;0;37.63;0;4.09;0;;0.00;0;0;1.16;0;8.37;0
prob6_05_010000_c50_T4;2319058;0.00;37;0;0.00;37;166;0;45.32;0;3.64;0;;0.00;0;0;1.49;0;7.45;0
prob6_05_010000_c50_T5;2718008;0.00;43;0;0.00;43;121;0;37.99;0;6.55;0;;0.00;0;0;1.69;0;13.39;0
prob6_05_010000_c50_T6;2198760;0.00;39;0;0.00;39;5;0;37.62;0;1.58;0;;0.00;0;0;0.78;0;3.28;0
prob6_05_010000_c50_T7;2200941;0.00;43;0;0.00;43;5;0;37.98;0;1.46;0;;0.00;0;0;0.74;0;3.03;0
prob6_05_010000_c50_T8;2705841;0.00;43;0;0.00;43;112;0;37.97;0;3.52;0;;0.00;0;0;1.05;0;7.18;0
prob6_05_010000_c55_T1;3813666;0.00;1;0;0.00;1;54;0;41.80;0;1.01;0;;0.00;0;0;0.63;0;2.03;0
prob6_05_010000_c55_T2;2555532;0.00;29;0;0.00;29;205;0;41.80;0;7.05;0;;0.00;0;0;2.38;0;14.48;0
prob6_05_010000_c55_T3;2980539;0.00;25;0;0.00;31;110;0;41.42;0;4.48;0;;0.00;0;0;1.22;0;9.19;0
prob6_05_010000_c55_T4;2556337;0.00;13;0;0.00;11;91;0;49.87;0;3.71;0;;0.00;0;0;1.10;0;7.62;0
prob6_05_010000_c55_T5;2996888;0.00;33;0;0.00;33;126;0;41.82;0;1200.00;1;;0.00;0;0;3.56;0;83.57;0
prob6_05_010000_c55_T6;2448239;0.00;39;0;0.00;39;5;0;41.44;0;1.87;0;;0.00;0;0;0.79;0;3.70;0
prob6_05_010000_c55_T7;2450669;0.00;43;0;0.00;43;5;0;41.89;0;1.53;0;;0.00;0;0;0.72;0;3.17;0
prob6_05_010000_c55_T8;2982969;0.00;25;0;0.00;31;95;0;41.80;0;3.70;0;;0.00;0;0;1.23;0;7.61;0
prob6_05_020000_c45_T1;6806681;0.00;1;0;0.00;1;57;0;136.37;0;2.55;0;;0.00;0;0;1.70;0;5.26;0
prob6_05_020000_c45_T2;4177909;0.00;13;0;0.00;13;82;0;136.05;0;15.91;0;;0.00;0;0;4.79;0;32.76;0
prob6_05_020000_c45_T3;4868001;0.00;43;0;0.01;43;126;0;136.00;0;12.15;0;;0.00;0;0;2.24;0;25.30;0
prob6_05_020000_c45_T4;4167747;0.01;45;0;0.02;45;149;0;163.63;0;10.62;0;;0.01;0;0;2.93;0;22.01;0
prob6_05_020000_c45_T5;4858113;0.01;43;0;0.01;43;165;0;136.08;0;18.06;0;;0.01;0;0;3.79;0;37.25;0
prob6_05_020000_c45_T6;3920701;0.00;39;0;0.00;39;5;0;136.14;0;5.30;0;;0.00;0;0;2.28;0;10.98;0
prob6_05_020000_c45_T7;3924594;0.00;39;0;0.00;39;5;0;138.34;0;5.17;0;;0.00;0;0;1.61;0;10.63;0
prob6_05_020000_c45_T8;4871794;0.00;43;0;0.01;43;106;0;138.21;0;11.53;0;;0.00;0;0;2.00;0;24.06;0
prob6_05_020000_c50_T1;7237551;0.00;11;0;0.00;11;122;0;151.35;0;2.62;0;;0.00;0;0;1.78;0;5.48;0
prob6_05_020000_c50_T2;4641866;0.00;15;0;0.01;15;142;0;151.29;0;13.54;0;;0.00;0;0;4.25;0;28.14;0
prob6_05_020000_c50_T3;5428238;0.00;43;0;0.01;43;130;0;151.44;0;12.98;0;;0.00;0;0;2.20;0;27.14;0
prob6_05_020000_c50_T4;4663064;0.00;43;0;0.01;43;167;0;181.83;0;12.03;0;;0.01;0;0;2.43;0;24.97;0
prob6_05_020000_c50_T5;5416658;0.01;43;0;0.01;43;145;0;151.35;0;1200.00;1;;0.01;0;0;1200.00;1;301.86;0
prob6_05_020000_c50_T6;4422938;0.00;39;0;0.00;39;5;0;151.44;0;7.96;0;;0.00;0;0;1.64;0;16.77;0
prob6_05_020000_c50_T7;4427330;0.00;45;0;0.00;45;5;0;153.58;0;6.32;0;;0.00;0;0;1.69;0;13.21;0
prob6_05_020000_c50_T8;5432530;0.00;43;0;0.01;43;111;0;153.73;0;12.02;0;;0.00;0;0;2.00;0;24.99;0
prob6_05_020000_c55_T1;7631351;0.00;1;0;0.00;1;59;0;166.64;0;2.46;0;;0.00;0;0;1.78;0;5.15;0
prob6_05_020000_c55_T2;5093438;0.00;29;0;0.01;29;193;0;166.74;0;26.99;0;;0.00;0;0;4.57;0;55.72;0
prob6_05_020000_c55_T3;5985575;0.00;43;0;0.01;43;120;0;166.75;0;13.95;0;;0.00;0;0;2.33;0;28.81;0
prob6_05_020000_c55_T4;5138901;0.01;17;0;0.01;15;115;0;200.28;0;12.71;0;;0.01;0;0;2.35;0;26.33;0
prob6_05_020000_c55_T5;5972391;0.01;43;0;0.01;43;161;0;167.26;0;1200.00;1;;0.01;0;0;1200.00;1;331.72;0
prob6_05_020000_c55_T6;4925175;0.00;39;0;0.00;39;5;0;166.77;0;7.03;0;;0.00;0;0;1.53;0;14.38;0
prob6_05_020000_c55_T7;4930066;0.00;45;0;0.00;45;5;0;169.29;0;5.46;0;;0.00;0;0;1.73;0;11.28;0
prob6_05_020000_c55_T8;5990366;0.00;43;0;0.01;43;106;0;169.12;0;12.76;0;;0.00;0;0;2.20;0;26.51;0
prob6_05_100000_c45_T1;34035545;0.00;1;0;0.01;1;67;0;1200.00;1;39.26;0;;0.00;0;0;17.00;0;95.50;0
prob6_05_100000_c45_T2;20849642;0.00;9;0;0.01;9;88;0;1200.00;1;489.61;0;;0.01;0;0;45.01;0;1159.21;0
prob6_05_100000_c45_T3;24227812;0.02;43;0;0.03;43;135;0;1200.00;1;348.48;0;;0.02;0;0;13.48;0;809.30;0
